Timestamp,Você está de acordo?,Como ficou sabendo desta pesquisa/censo?,"Em relação ao seu gênero, como você se identifica?",Qual a sua data de nascimento?,Você já sofreu alguma discriminação ou teve alguma dificuldade por conta da sua faixa etária?,"Caso sim, você poderia comentar sobre?",Estado civil:,"De acordo com os critérios do IBGE, qual é a sua cor/raça?","Considerando questões relacionadas à raça, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você possui filhos?,Quantos filhos você possui?,Qual a data de nascimento do seu filho mais novo? ,Você já deixou de ir a algum evento por não ter com quem deixar a sua filha/filho?,"Considerando questões relacionadas à maternidade, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você possui algum tipo de deficiência?,Qual(is) tipo(s) de deficiência(s) você possui?,Você já deixou de ir a algum evento por falta de acessibilidade do ambiente?,"Considerando questões relacionadas ao universo PcD, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?",Você pertence ao grupo LGBT+?,Você já deixou de ir a algum evento por ambiente não inclusivo/ discriminatório?,"Considerando questões relacionadas ao universo LGBT+, você teria alguma sugestão para que as R-Ladies sejam mais inclusivas?","Você faz parte de algum grupo sub-representado na área de tecnologia, que não foi citado? Caso sim, qual?",Você possui alguma restrição alimentar?,Qual (s) restrição (s) você possui?,Sua restrição se encaixa em algum (s) do (s) grupo (s) descrito (s) abaixo?,Você teria alguma sugestão para os coffee breaks dos eventos das R-Ladies?,Você se sente representada pelas R-Ladies?,"Considerando a soma da renda de todos os membros que contribuem com as despesas da sua casa, em qual das faixas abaixo a renda mensal bruta da sua casa se encaixa? ",Quantas pessoas contribuem para essa renda? ,Quantas pessoas vivem a partir dessa renda? ,Onde você mora atualmente:,Qual é a sua escolaridade?,"Em que ano você obteve, ou irá obter, o título mencionado na pergunta anterior?",Qual a sua área de formação/estudo (considerando o grau máximo que você estudou)?,Atualmente você está estudando?,Qual(is) da(s) opção(s) abaixo melhor descreve(m) seu vínculo de trabalho atual?,Qual das opções abaixo melhor descreve o seu perfil atual?,Qual o nome da sua ocupação atual?,Você está em processo de mudança de área?,Você tem como levar um notebook para um evento das R-Ladies?,"Se você tiver um notebook, qual(is) é(são) o(s) sistema(s) operacional(is) dele?",Qual o seu conhecimento em lógica de programação? ,Qual o seu conhecimento na linguagem R? ,Você já utilizou alguma das bibliotecas listadas abaixo? ,Você sabe programar (linhas de código) em alguma linguagem de programação que não o R? ,"Se sim, quais?",Qual o seu conhecimento em Git/Github/Gitlab?,Como ficou sabendo das R-Ladies - São Paulo?,Você participa de outras comunidades de tecnologia?,"Se sim, qual (s)?",Você já foi a um evento das R-Ladies?,"Considerando as opções abaixo, quais são suas preferências em relação aos dias/horários de eventos das R-Ladies? ",Por qual(is) formato(s) de evento das R-Ladies São Paulo você tem preferência?,Quais temas você gostaria de ver nos próximos eventos das R-Ladies São Paulo?,Gostaria de deixar uma mensagem para as R-Ladies?,Uma última pergunta: você teria interesse em ajudar as R-Ladies São Paulo?
2/9/2020 15:12:13,Sim,Redes Sociais das R-Ladies,Homem (cis ou trans),9/13/1987,Não,,Casada,Branca,,Não,,,,,Não,,,,Não,,,,Sim,Gluten,alergias ou intolerâncias,,Sim,Mais de 15 salários mínimos,2,2,São Paulo Capital / Centro,Doutorado/Pós-doutorado Completo,2016,Estatística ,Não,Trabalho formalmente (CLT),Professora(o) / Pesquisadora(o),Professor de Mestrado e Doutorado,"Não, mas gostaria",Sim,"Linux, MacOS",5,5,"bookdown / blogdown / pagedown, caret / h2o / mlr / parsnip / recipes, cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, shiny / flexdashboard, slidify / xaringan, purrr / rlist, tensorflow / keras, tidymodels / modelr / broom",Sim,"Minitab / Matlab, Python, SPSS, Stata",5,Meetup,Não,,Não,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (meio período), Palestras curtas (evento de até 2 horas), Networking / acolhimento",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 15:13:26,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),11/19/1986,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 10 a 15 salários mínimos,2,2,São Paulo Região Metropolitana / Grande São Paulo,Doutorado/Pós-doutorado Incompleto,2022,Biologa,Sim,Bolsista,Estudante de pós-graduação,Doutoranda em avaliação de impactos das mudanças climáticas,"Não, e não quero",Sim,Windows,2,3,forecast / quantmod / tseries / xts / zoo,Não,,1,Indicação de uma amiga,Não,,Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro",Workshop (dia inteiro),"ggplot2, machine learning, modelagem estatística",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 15:33:13,Sim,Página/e-mail do Meetup das R-Ladies,Homem (cis ou trans),4/28/2020,Sim,"Por ser um iniciante na área, minha idade me exclui de alguns processos voltados a quem está começando. ",Solteira,Branca,"Atividades voltadas especificamente a determinada demografia racial(conteúdo proprio ou adaptado as perspectivas de pessoas negras ou indígenas, por exemplo)",Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 1 a 2 salários mínimos,2,4,São Paulo Capital / Zona Sul,Superior Incompleto,2021,Eletrônica.,Sim,"Estou desempregada, mas já trabalhei",Estudante de graduação,Desenvolvedor.,Sim,Não,,4,3,"caret / h2o / mlr / parsnip / recipes, dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, tensorflow / keras",Sim,"Java, Javascript, Python, SQL, VBA",4,Eventos,Sim,NodeBR - São Paulo,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas à tarde","Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento",,Parabéns pela iniciativa e por serem um grupo realmente acolhedor. Continuem com o seu bom trabalho relacionado a esta e outras linguagens.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 15:51:09,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),5/7/1994,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 1 a 2 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Mestrado (Stricto Sensu) Completo,2019,Ciências da Saúde (Nutrição),Não,"Estou desempregada, mas já trabalhei",Professora(o) / Pesquisadora(o),"Desempregada, porém pleiteando bolsa de estudos","Não, mas gostaria",Sim,Windows,3,3,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly",Sim,"Minitab / Matlab, SPSS, Stata",2,Meetup,Não,"Assito eventos/encontros/palestras do Reprograma, e as vezesdo Laboratoria, mas há um bom tempo não vou",Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Mesa redonda, Workshop (meio período), Palestras curtas (evento de até 2 horas)","Sou da área da saúde, então seria o máximo se houvesse eventos explicando como conectar a programação com ciências biológicas/saúde","Agradeço muito o tabalho de todos! Vocês são o incentivo que eu preciso para continuar estudando, e quem sabe um dia, eu consiga mudar de área","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 15:57:02,Sim,Indicação de amiga (o),Mulher (cis ou trans),3/1/1983,Não,,Solteira,Preta,"Acho que o difícil é conseguir vagas, é bastante concorrida as vagas para cursos, já paguei por cursos da minha área, porque estava trabalhando, mas também não posso pagar por todos os cursos que aparecem e gostaria de participar dos cursos da comunidade, em alguns lugares tem eliminação por renda. Acho que seria uma questão de aumentar as vagas ou fazer cursos com mais frequência.",Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,3,3,São Paulo Capital / Zona Norte,Superior Completo,2020,Editoração,Sim,Trabalho formalmente (CLT),Pleno,Webdesigner,Sim,Sim,Windows,3,1,,Sim,"Javascript, Python, SQL",3,Indicação de uma amiga,Sim,"JavaDevGirls, Woomakerscode, Woman.kt",Não,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento","Aprender R, coisas que se utilizam no mercado de trabalho que eu não sei",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 16:02:44,Sim,Whatsapp do grupo da Pós graduação IBUSP,Mulher (cis ou trans),6/6/1992,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Não,,,Não,,,,Sim,De 2 a 4 salários mínimos,1,1,São Paulo Capital / Zona Oeste,Mestrado (Stricto Sensu) Completo,2019,Mestre em Genética,Não,Bolsista,Bolsista TT3 FAPESP,Assistente de pesquisa,"Não, e não quero",Sim,Windows,2,2,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly",Não,,2,Whatsapp do grupo da pós do IBUSP,Não,,Não,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro, Domingo","Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento, Minicursos / cursos intensivos (1-2 semanas)",Conteúdo para iniciantes,Obrigada por existirem! É um incentivo pra quem quer iniciar a programar em R!,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 16:06:45,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),7/22/1996,Sim,Não me levavam a sério no estágio por eu parecer muito nova,Solteira,Branca,Dar preferência nas inscrições pra minorias,Não,,,,,Sim,"Física, Escoliose idiopática",Não,Ter um link no evento do meetup para informar as necessidades de adaptação e deixar claro na descrição do evento que a equipe está disponível para acolher a todos da maneira mais confortável possível.,Sim,Não,,,Não,,,,Sim,De 10 a 15 salários mínimos,2,3,São Paulo Região Metropolitana / Grande São Paulo,Superior Completo,2019,Engenharia de Produção,Sim,"Estou desempregada, mas já trabalhei",Estudante de graduação,Estudante de Tecnologia em Ciência de Dados,Sim,Sim,Windows,3,2,,Sim,VBA,1,Ereds 2016,Não,,Não,"Durante a semana (seg a sex), durante o dia, Durante a semana (seg a sex), à noite, Sábado, dia inteiro, Domingo","Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento","Qual a formação necessária básica para se tornar cientista de dados (trilha de cursos/conhecimentos, etc)",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 16:58:38,Sim,Indicação de amiga (o),Mulher (cis ou trans),11/29/1983,Não,,União estável,Parda,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 2 a 4 salários mínimos,2,2,São Paulo Capital / Centro,Doutorado/Pós-doutorado Completo,2020,Ciencia Biológicas,Sim,Bolsista,Estudante de pós-graduação,doutoranda,"Não, e não quero",Sim,Windows,3,4,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, knit / rmarkdown, shiny / flexdashboard",Sim,"só em R, mas não sei qual a linguagem mesmo",2,Meetup,Não,,Sim,"Sábado, dia inteiro, Domingo",Workshop (dia inteiro),,"Só agradecimento pra vocês, Mulheres Maravilhosas! Que sigamos crescendo","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 17:36:27,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),11/5/1998,Não,,Solteira,Branca,Não,Não,,,,,Não,,,,Não,,,,Sim,Frutos do mar (alergia),alergias ou intolerâncias,Não,Sim,De 1 a 2 salários mínimos,2,3,São Paulo Capital / Zona Leste,Superior Incompleto,2021,Ciências econômicas,Sim,"Estou desempregada, mas já trabalhei",Estudante de graduação,Estudante de economia,"Não, e não quero",Sim,Windows,2,2,"DBI / odbc / haven / openxlsx / xlsx, forecast / quantmod / tseries / xts / zoo",Sim,Python,1,Indicação de um amigo,Não,,Não,"Durante a semana (seg a sex), durante o dia, Sábado, apenas pela manhã, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Networking / acolhimento",Manipulação de dados,"Agradeço a nobre iniciativa de ofertar o curso às mulheres. Muitas de nós acabamos tendo distanciamento da programação, pela ausência de familiaridade com esse mundo, e os encontros e a própria comunidade R-Ladies têm uma contribuição muito importante para a sociedade como um todo! Obrigada!","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 18:04:39,Sim,Redes Sociais das R-Ladies,Mulher (cis ou trans),5/8/1993,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,1,São Paulo Capital / Zona Oeste,Mestrado (Stricto Sensu) Completo,2019,Economia,Não,"Estou desempregada, mas já trabalhei",Desempregada,Desempregada,Sim,Sim,Windows,3,3,dplyr / tidyr / tidyverse / janitor,Sim,"Javascript, LateX",3,Outras comunidades,Sim,Pyladies,Sim,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento","Regressão linear, séries temporais",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 18:30:01,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),10/6/1964,Sim,"Olhares de ""essa velha"", ""a senhora"" disse enquanto na mesma reunião todas eram chamadas por ""você""...",Casada,Branca,"Sim, a ""terceira"" idade também existe para quem trabalha e se diverte com tecnologia e avanços tecnológicos. Eventos que promovam as agentes de TI nessa idade são poucos...",Sim,3 ou mais,7/8/1999,Sim,"Quem sabe uma ""creche"" ou monitores(as) de entretenimento para as crianças associado ao evento... Não é mais o meu caso, mas teria sido ótimo se algumas vezes tivesse acontecido assim...",Não,,,,Não,,,,Não,,,,Não,De 4 a 6 salários mínimos,3,5,Outro estado,Superior Completo,1985,Ciência da Computação,Sim,Bolsista,Estudante de graduação,Estudante de graduação,Sim,Sim,MacOS,5,5,"cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, knit / rmarkdown, purrr / rlist, tidymodels / modelr / broom",Sim,"C/C++, LateX, Minitab / Matlab, Python, SAS, SQL, COBOL, Pascal",2,Meetup,Sim,"R-ladies BH, R Brasil",Sim,"Durante a semana (seg a sex), à noite, Sábado, dia inteiro","Workshop (meio período), Networking / acolhimento",Transmissão on-line ao vivo do evento,"Como vocês conseguem ""sobrar"" vagas para os eventos enquanto em BH faltam?","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 19:35:06,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),10/17/1988,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,3,São Paulo Capital / Zona Sul,Superior Completo,2010,Jornalismo,Não,Trabalho como autônomo (MEI/PJ),Sênior/especialista,Analista sênior de comunicação,"Não, mas gostaria",Sim,Windows,1,2,,Não,,1,Indicação de uma amiga,Não,,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas à tarde","Workshop (meio período), Palestras curtas (evento de até 2 horas)",Manusear dados públicos,Obrigada por incentivarem mulheres a ingressar em uma área dominada por homens e por serem tão acolhedoras e pacientes ao ensinar.,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 19:44:09,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),8/3/1983,Sim,,Casada,Branca,,Sim,1,4/11/2013,Sim,,Não,,,,Não,,,,Sim,,ovolactovegetarianismo,,Sim,De 4 a 6 salários mínimos,2,3,São Paulo Capital / Zona Norte,Doutorado/Pós-doutorado Incompleto,2020,Gerontologia,Sim,Trabalho formalmente (CLT),Sênior/especialista,Fisioterapeuta III,Sim,Sim,MacOS,2,2,"ggplot2 / plotly, tensorflow / keras",Sim,"Python, SPSS, SQL",2,Indicação de uma amiga,Sim,Pyladies,Não,"Durante a semana (seg a sex), à noite, Domingo","Mesa redonda, Workshop (meio período)",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 20:27:41,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),3/25/1988,Não,,Casada,Branca,"priorização de mulheres de raças subrepresentadas nas listas de espera dos eventos, priorizar a participação destas mulheres na apresentação dos meetups, e divulgar estatísticas sobre este gap de representatividade",Sim,1,12/13/2012,Sim,"idealmente espaço kids, mas estimular a presença de crianças já seria excelente - visto que as próprias mães não se sentem confortáveis por receio de incomodar. No mais, sensibilizar a comunidade em relação às dificuldades que a sociedade impõe, particularmente às mães, e como podemos minimizar isto.",Não,,,,Não,,,,Não,,,,Sim,Mais de 15 salários mínimos,2,3,São Paulo Capital / Centro,Mestrado (Stricto Sensu) Completo,2014,estatística,Não,Trabalho formalmente (CLT),Sênior/especialista,data scientist,"Não, e não quero",Sim,Windows,5,5,"caret / h2o / mlr / parsnip / recipes, cluster / factorextra / FactoMineR / mvpart, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, sf / ggsn / leaflet / viridis, shiny / flexdashboard, slidify / xaringan, sparklyr / sparkR, purrr / rlist, tidymodels / modelr / broom",Sim,"C/C++, Python, SAS, SPSS, SQL",2,Indicação de um amigo,Sim,WiMLDS,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas à tarde, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","github, linux, geo análises, análises de texto, estatística básica, machine learning, testes A/B, dashboards ","parabéns pelo trabalho transparente, colaborativo e inclusivo! Vocês são fadas fodas <3","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 20:36:25,Sim,Grupo das R-Ladies no Telegram,Mulher (cis ou trans),6/3/1989,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,2,2,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Incompleto,2020,Geografia,Sim,Bolsista,Estudante de pós-graduação,Doutoranda em Geografia Humana,"Não, mas gostaria",Sim,Windows,2,2,"dplyr / tidyr / tidyverse / janitor, forcats / lubridate / stringr, ggplot2 / plotly, knit / rmarkdown, shiny / flexdashboard, purrr / rlist",Não,,1,Outras comunidades,Sim,PyLadies SP,Sim,"Durante a semana (seg a sex), durante o dia, Durante a semana (seg a sex), à noite, Sábado, dia inteiro, Domingo","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","Como usar o git, do zero",Pessoas maravilhosas! <3,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 21:54:19,Sim,Durante uma meetup,Mulher (cis ou trans),1/18/1993,Não,,Solteira,Branca,"Cotas para mulheres negras, engajamento e divulgação em grupos específicos de luta da causa negra",Não,,,,,Não,,,,Sim,Não,"Promover eventos em espaços LGBT+, engajar e divulgar em espaços de luta da causa ",,Não,,,,Sim,De 6 a 10 salários mínimos,2,5,São Paulo Capital / Zona Norte,Pós Graduação (Lato Sensu) Incompleta,2022,Engenharia Ambiental e Urbana,Sim,Trabalho como autônomo (MEI/PJ),Júnior,Consultora Assistente em Desenvolvimento Urbano,Sim,Sim,Windows,3,2,dplyr / tidyr / tidyverse / janitor,Não,,1,Indicação de uma amiga,Não,,Sim,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Mentoria, Networking / acolhimento","R aplicado para geoprocessamento, R aplicado a análise de palavras, R aplicado a análise de pesquisa Origem e Destino/Censo do IBGE",Vocês arrasam! :),"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/9/2020 22:56:12,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),10/22/1990,Não,,Casada,Branca,,Não,,,,,Não,,,,Sim,Sim,,,Sim,Sou vegetariana,ovolactovegetarianismo,Apenas que seja encorajado que as participantes  levem lanches sem derivados de animais :),Sim,De 4 a 6 salários mínimos,2,3,São Paulo Capital / Zona Oeste,Doutorado/Pós-doutorado Incompleto,2021,Linguística,Sim,"Estou desempregada, mas já trabalhei",Estudante de pós-graduação,Doutoranda em linguística,"Não, mas gostaria",Sim,Windows,2,3,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly",Não,,1,Meetup,Não,,Sim,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Mentoria",,Muito feliz por vocês existirem! ,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 0:05:06,Sim,Indicação de amiga (o),Mulher (cis ou trans),8/7/2020,Não,,Casada,Branca,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,2,São Paulo Região Metropolitana / Grande São Paulo,Superior Completo,2018,Analise e desenvolvimento de sistema,Não,Trabalho formalmente (CLT),Técnica,Técnica de laboratório de eng,Sim,Sim,Linux,5,1,,Sim,"Python, PHP",4,Indicação de uma amiga,Sim,PyLadiesSP,Sim,"Sábado, apenas à tarde",Workshop (dia inteiro),,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 1:50:04,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),7/7/1980,Sim,Não ser selecionada / inclusa de um projeto de pesquisa mesmo após participar da seleção e ter os requisitos. ,Solteira,Branca,Tentar ações direcionadas a determinados públicos. ,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 4 a 6 salários mínimos,1,2,São Paulo Capital / Zona Sul,Mestrado (Stricto Sensu) Completo,2014,Ciências biológicas ,Sim,"Estou desempregada, mas já trabalhei",Estagiária/junior,Estudante de ciência de dados ,Sim,Sim,Windows,3,2,,Sim,HTTP,2,Indicação de uma amiga,Sim,Django Girls,Sim,"Sábado, dia inteiro","Workshop (dia inteiro), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","R intermediário, mentoria","Agradecer pelo workshop para iniciantes, foi muito enriquecedor! Parabenizar pelo trabalho importante que fazem. ","Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 7:40:46,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),6/13/1991,Não,,Solteira,Branca,,Não,,,,,Não,,,,Não,,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,2,São Paulo Capital / Centro,Pós Graduação (Lato Sensu) Incompleta,2020,Economia,Não,Trabalho formalmente (CLT),Pleno,consultora tributária,Sim,Sim,Windows,3,3,"caret / h2o / mlr / parsnip / recipes, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, ggplot2 / plotly, knit / rmarkdown, tensorflow / keras",Sim,Python,2,Outras comunidades,Sim,WiDS,Não,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Domingo","Workshop (meio período), Mentoria, Networking / acolhimento","bootcamp iniciantes, data viz, logica de programação, interpretabilidade",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 8:30:34,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),10/12/1995,Sim,"Já tive clientes e colegas que me trataram como se eu fosse inferior por ser mais nova, mesmo tento a mesma experiência ou até mais que ele. Mas não via o mesmo comportamento com colegas homens da minha idade.",União estável,Branca,,Não,,,,,Não,,,,Não,,,,Sim,"Carboidratos, pré-diabetes",alergias ou intolerâncias,Bebidas sem açúcar (água) e lanchinhos sem pão/fritura,Sim,De 10 a 15 salários mínimos,2,2,São Paulo Capital / Centro,Pós Graduação (Lato Sensu) Completa,2019,Relações Públicas (graduação) e MBA em big data,Não,Trabalho formalmente (CLT),Pleno,Business Analytics,"Não, mas gostaria",Sim,Windows,3,2,"dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, tensorflow / keras",Sim,"Python, SQL",1,Outras comunidades,Sim,,Não,"Durante a semana (seg a sex), à noite, Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas)",,,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 9:28:06,Sim,Redes Sociais das R-Ladies,Mulher (cis ou trans),10/5/1990,Não,,Solteira,Branca,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,De 1 a 2 salários mínimos,1,1,Cidade fora da Grande São Paulo (interior ou litoral),Doutorado/Pós-doutorado Incompleto,2021,genética estatística,Sim,Bolsista,Estudante de pós-graduação,doutoranda em genética e melhoramento de plantas,"Não, e não quero",Sim,Linux,4,4,"data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, shiny / flexdashboard",Sim,"C/C++, LateX, Python",4,Twitter,Não,,Não,"Sábado, dia inteiro, Domingo",Workshop (dia inteiro),uso de pacotes para aprendizagem de máquina,maravilhosas,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
2/10/2020 10:02:39,Sim,Página/e-mail do Meetup das R-Ladies,Mulher (cis ou trans),5/11/1988,Não,,União estável,Parda,,Não,,,,,Não,,,,Sim,Sim,,,Não,,,,Sim,De 6 a 10 salários mínimos,2,2,São Paulo Capital / Zona Norte,Pós Graduação (Lato Sensu) Completa,2015,Gestão e engenharia da qualidade,Não,Trabalho formalmente (CLT),Sênior/especialista,Estatista,"Não, e não quero",Sim,Windows,3,4,"caret / h2o / mlr / parsnip / recipes, data.table / Rcpp / parallel / vroom, DBI / odbc / haven / openxlsx / xlsx, devtools / roxygen2 / usethis, dplyr / tidyr / tidyverse / janitor, e1071 / randomForest / mgcv / glmnet / rpart, forcats / lubridate / stringr, forecast / quantmod / tseries / xts / zoo, ggplot2 / plotly, httr / jsonlite / rvest / xml2, knit / rmarkdown, sf / ggsn / leaflet / viridis, shiny / flexdashboard, tensorflow / keras",Sim,"LateX, Python, SPSS, SQL, VBA",2,Facebook,Sim,pyladies,Sim,"Sábado, apenas pela manhã, Sábado, apenas à tarde, Sábado, dia inteiro","Mesa redonda, Workshop (dia inteiro), Workshop (meio período), Palestras curtas (evento de até 2 horas), Mentoria, Networking / acolhimento","apresentações com xaringan, bookdown / pagedown, uso e manipulação de dados no tempo (séries), etc",,"Sim, (uhull) então fica ligada no texto da próxima página, tem uma mensagem especialmente para você lá"
